cropname,statename,cropyear,seasonname,Area (Lakh Ha),Production (Lakh Tonnes),Yield (Kg/Ha),Source
Wheat,All India,1990-91,Total,241.67,551.35,2281.0,DA&FW
Wheat,All India,1991-92,Total,232.62,556.9,2394.0,DA&FW
Wheat,All India,1992-93,Total,245.89,572.1,2327.0,DA&FW
Wheat,All India,1993-94,Total,251.47,598.4,2380.0,DA&FW
Wheat,All India,1994-95,Total,257.0,657.67,2559.0,DA&FW
Wheat,All India,1995-96,Total,250.11,620.97,2483.0,DA&FW
Wheat,All India,1996-97,Total,258.87,693.5,2679.0,DA&FW
Wheat,All India,1997-98,Total,266.96,663.5,2485.0,DA&FW
Wheat,All India,1998-99,Total,275.23,712.88,2590.0,DA&FW
Wheat,All India,1999-00,Total,274.86,763.69,2778.0,DA&FW
Wheat,All India,2000-01,Total,257.31,696.81,2708.0,DA&FW
Wheat,All India,2001-02,Total,263.45,727.66,2762.0,DA&FW
Wheat,All India,2002-03,Total,251.96,657.61,2610.0,DA&FW
Wheat,All India,2003-04,Total,265.95,721.56,2713.0,DA&FW
Wheat,All India,2004-05,Total,263.83,686.37,2602.0,DA&FW
Wheat,All India,2005-06,Total,264.84,693.55,2619.0,DA&FW
Wheat,All India,2006-07,Total,279.95,758.07,2708.0,DA&FW
Wheat,All India,2007-08,Total,280.39,785.7,2802.0,DA&FW
Wheat,All India,2008-09,Total,277.52,806.79,2907.0,DA&FW
Wheat,All India,2009-10,Total,284.57,808.04,2839.0,DA&FW
Wheat,All India,2010-11,Total,290.69,868.74,2989.0,DA&FW
Wheat,All India,2011-12,Total,298.65,948.82,3177.0,DA&FW
Wheat,All India,2012-13,Total,300.03,935.06,3117.0,DA&FW
Wheat,All India,2013-14,Total,304.73,958.5,3145.0,DA&FW
Wheat,All India,2014-15,Total,314.66,865.27,2750.0,DA&FW
Wheat,All India,2015-16,Total,304.18,922.88,3034.0,DA&FW
Wheat,All India,2016-17,Total,307.85,985.1,3200.0,DA&FW
Wheat,All India,2017-18,Total,296.51,998.7,3368.0,DA&FW
Wheat,All India,2018-19,Total,293.19,1035.96,3533.0,DA&FW
Wheat,All India,2019-20,Total,313.57,1078.61,3440.0,DA&FW
Wheat,All India,2020-21,Total,311.25,1095.86,3521.0,DA&FW
Wheat,All India,2021-22,Total,304.59,1077.42,3537.0,DA&FW
Wheat,All India,2022-23,Total,314.01,1105.54,3521.0,DA&FW
Wheat,All India,2023-24,Total,318.33,1132.92,3559.0,DA&FW
Wheat,All India,2024-25,Total,328.04,1179.45,3595.0,DA&FW
