cropname,statename,cropyear,seasonname,Area (Lakh Ha),Production (Lakh Tonnes),Yield (Kg/Ha),Source
Sunflower,All India,2009-10,Total,14.77,8.51,576.0,DA&FW
Sunflower,All India,2010-11,Total,9.29,6.51,701.0,DA&FW
Sunflower,All India,2011-12,Total,7.32,5.17,706.0,DA&FW
Sunflower,All India,2012-13,Total,8.31,5.44,655.0,DA&FW
Sunflower,All India,2013-14,Total,6.75,5.09,755.0,DA&FW
Sunflower,All India,2014-15,Total,5.92,4.34,734.0,DA&FW
Sunflower,All India,2015-16,Total,4.87,2.96,609.0,DA&FW
Sunflower,All India,2016-17,Total,3.81,2.51,660.0,DA&FW
Sunflower,All India,2017-18,Total,2.84,2.22,782.0,DA&FW
Sunflower,All India,2018-19,Total,2.62,2.16,826.0,DA&FW
Sunflower,All India,2019-20,Total,2.28,2.13,931.0,DA&FW
Sunflower,All India,2020-21,Total,2.26,2.28,1011.0,DA&FW
Sunflower,All India,2021-22,Total,2.71,2.5,923.0,DA&FW
Sunflower,All India,2022-23,Total,3.64,3.63,996.0,DA&FW
Sunflower,All India,2023-24,Total,1.51,1.73,1144.0,DA&FW
Sunflower,All India,2024-25,Total,1.94,2.36,1214.0,DA&FW
Sunflower,All India,2025-26,Total,0.69,0.64,929.0,DA&FW
